#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes	Computed types
Salmonella enterica	CFSAN031855	"CFSAN031855","ICOPHAI16965","SRS2781727"	Saintpaul	PDT000273967.2	2017-12-22T04:44:11Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	0	1	SAMN03577388	GCA_010614525.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031847	"CFSAN031847","ICOPHAI16956","SRS2781729"	Saintpaul	PDT000273968.2	2017-12-22T05:41:52Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	0	5	SAMN03577380	GCA_010512075.1	aadA1=COMPLETE,aadA1=MISTRANSLATION,aadA2=COMPLETE,blaTEM-57=COMPLETE,blaTEM=COMPLETE,cmlA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE,sul3=MISTRANSLATION	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031875	"CFSAN031875","ICOPHAI16988","SRS2781730"	Livingtone var.14+	PDT000273969.2	2017-12-22T05:41:52Z	Ethiopia	feces swine	environmental/other	PDS000031714.20	11	24	SAMN03577408	GCA_011128855.1	gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031850	"CFSAN031850","ICOPHAI16960","SRS2781731"	Saintpaul	PDT000273970.2	2017-12-22T05:41:52Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	2	7	SAMN03577383	GCA_010614305.1	aadA1=COMPLETE,aadA2=COMPLETE,blaTEM-57=COMPLETE,blaTEM=COMPLETE,cmlA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul3=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031860	"CFSAN031860","ICOPHAI16972","SRS2781735"	Braenderup	PDT000273974.2	2017-12-22T05:41:53Z	Ethiopia	feces (Bos taurus)	environmental/other				SAMN03577393	GCA_011127915.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	CFSAN031842	"CFSAN031842","ICOPHAI16949","SRS2781752"	Typhimurium	PDT000273979.2	2017-12-22T05:41:54Z	Ethiopia	feces poultry	environmental/other	PDS000016185.11		4	SAMN03577375	GCA_009592365.1	aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031849	"CFSAN031849","ICOPHAI16958","SRS1340490"	Saintpaul	PDT000285805.2	2018-02-08T22:47:52Z	Ethiopia	feces poultry	environmental/other	PDS000030862.1	2	3	SAMN03577382	GCA_010496955.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031278	"CFSAN031278","ICOPHAI16848","SRS4694531"	Kentucky	PDT000495861.2	2019-04-26T22:54:20Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000027970.439	1	1	SAMN03576812	GCA_006686425.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031277	"CFSAN031277","ICOPHAI16849","SRS4694533"	Kentucky	PDT000495863.2	2019-04-26T22:54:20Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000027970.439	0	0	SAMN03576811	GCA_006686405.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031284	"CFSAN031284","ICOPHAI16968","SRS4789363"	Typhimurium	PDT000503474.1	2019-05-20T15:54:37Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000026708.61	16	1	SAMN03576818	GCA_006003005.1	dfrA5=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031613	"CFSAN031613","ICOPHAI7673","SRS4789403"		PDT000503514.1	2019-05-20T16:52:51Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	3		SAMN03577146	GCA_005916405.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	CFSAN031280	"CFSAN031280","ICOPHAI16951","SRS4789419"	Kentucky	PDT000503527.1	2019-05-20T16:52:54Z	Ethiopia	feces poultry	environmental/other	PDS000027970.439	1	1	SAMN03576814	GCA_006213865.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	CFSAN031279	"CFSAN031279","ICOPHAI16950","SRS4789420"	Kentucky	PDT000503528.1	2019-05-20T16:52:54Z	Ethiopia	feces poultry	environmental/other	PDS000027970.439	0	0	SAMN03576813	GCA_006336705.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031614	"CFSAN031614","ICOPHAI7674","SRS4789459"		PDT000503546.1	2019-05-20T16:52:57Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577147	GCA_005916585.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
